treatment,day,DOM_added,respSoil,respSubstrate,resp,baselineRespbulk,respDOM,respPriming,DOMSoil,DOMSubstrate,POMSoil,POMSubstrate,MAOMSoil,MAOMSubstrate,CN_DOM,CN_MAOM,bactSoil,bactSubstrate,fungiSoil,fungiSubstrate,MB,rhiz,bulk,fungi,bact,FB,treatmentID,setID
control,25,0.00000,0.29647,0.00000,0.29647,0.24088,0.02198,0.03361,0.03389,0.00000,16.10170,0.00000,31.67450,0.00000,5.56185,14.99997,92.90876,0.00000,67.20275,0.00000,160.11151,27.86732,132.24419,67.20275,92.90876,0.72332,1,1
control,26,0.00000,0.29504,0.00000,0.29504,0.24168,0.02205,0.03131,0.03431,0.00000,16.09477,0.00000,31.67341,0.00000,5.46123,14.99997,93.20611,0.00000,67.42186,0.00000,160.62797,27.95036,132.67761,67.42186,93.20611,0.72336,1,1
control,27,0.00000,0.29362,0.00000,0.29362,0.24247,0.02211,0.02904,0.03472,0.00000,16.08786,0.00000,31.67235,0.00000,5.36699,14.99996,93.50439,0.00000,67.63947,0.00000,161.14386,28.03702,133.10684,67.63947,93.50439,0.72338,1,1
control,28,0.00000,0.29222,0.00000,0.29222,0.24326,0.02218,0.02678,0.03513,0.00000,16.08097,0.00000,31.67131,0.00000,5.27850,14.99996,93.80357,0.00000,67.85557,0.00000,161.65914,28.12722,133.53192,67.85557,93.80357,0.72338,1,1
control,29,0.00000,0.29083,0.00000,0.29083,0.24403,0.02225,0.02455,0.03553,0.00000,16.07409,0.00000,31.67028,0.00000,5.19525,14.99995,94.10360,0.00000,68.07017,0.00000,162.17377,28.22088,133.95290,68.07017,94.10360,0.72335,1,1
control,30,0.00000,0.28945,0.00000,0.28945,0.24480,0.02233,0.02233,0.03593,0.00000,16.06724,0.00000,31.66927,0.00000,5.11675,14.99995,94.40443,0.00000,68.28329,0.00000,162.68772,28.31791,134.36980,68.28329,94.40443,0.72331,1,1
control,31,0.00000,0.28809,0.00000,0.28809,0.24557,0.02240,0.02012,0.03633,0.00000,16.06041,0.00000,31.66828,0.00000,5.04259,14.99994,94.70600,0.00000,68.49493,0.00000,163.20093,28.41825,134.78268,68.49493,94.70600,0.72324,1,1
control,32,0.00000,0.28673,0.00000,0.28673,0.24632,0.02248,0.01793,0.03672,0.00000,16.05360,0.00000,31.66731,0.00000,4.97240,14.99994,95.00828,0.00000,68.70510,0.00000,163.71338,28.52182,135.19156,68.70510,95.00828,0.72315,1,1
control,33,0.00000,0.28538,0.00000,0.28538,0.24707,0.02256,0.01575,0.03711,0.00000,16.04681,0.00000,31.66635,0.00000,4.90586,14.99993,95.31122,0.00000,68.91380,0.00000,164.22502,28.62853,135.59648,68.91380,95.31122,0.72304,1,1
control,34,0.00000,0.28405,0.00000,0.28405,0.24781,0.02265,0.01359,0.03749,0.00000,16.04003,0.00000,31.66541,0.00000,4.84266,14.99992,95.61476,0.00000,69.12104,0.00000,164.73581,28.73832,135.99749,69.12104,95.61476,0.72291,1,1
control,35,0.00000,0.28272,0.00000,0.28272,0.24854,0.02273,0.01144,0.03787,0.00000,16.03328,0.00000,31.66449,0.00000,4.78256,14.99992,95.91888,0.00000,69.32684,0.00000,165.24572,28.85111,136.39461,69.32684,95.91888,0.72277,1,1
control,36,0.00000,0.28140,0.00000,0.28140,0.24927,0.02282,0.00931,0.03824,0.00000,16.02654,0.00000,31.66359,0.00000,4.72530,14.99991,96.22351,0.00000,69.53119,0.00000,165.75470,28.96682,136.78788,69.53119,96.22351,0.72260,1,1
control,37,0.00000,0.28008,0.00000,0.28008,0.24998,0.02292,0.00718,0.03861,0.00000,16.01983,0.00000,31.66271,0.00000,4.67067,14.99990,96.52863,0.00000,69.73410,0.00000,166.26273,29.08538,137.17735,69.73410,96.52863,0.72242,1,1
control,38,0.00000,0.27877,0.00000,0.27877,0.25070,0.02301,0.00507,0.03898,0.00000,16.01313,0.00000,31.66184,0.00000,4.61848,14.99989,96.83418,0.00000,69.93559,0.00000,166.76977,29.20673,137.56303,69.93559,96.83418,0.72222,1,1
control,39,0.00000,0.27747,0.00000,0.27747,0.25140,0.02311,0.00297,0.03934,0.00000,16.00645,0.00000,31.66099,0.00000,4.56856,14.99988,97.14011,0.00000,70.13566,0.00000,167.27577,29.33079,137.94498,70.13566,97.14011,0.72201,1,1
control,40,0.00000,0.27618,0.00000,0.27618,0.25210,0.02320,0.00088,0.03970,0.00000,15.99980,0.00000,31.66015,0.00000,4.52075,14.99987,97.44640,0.00000,70.33431,0.00000,167.78071,29.45749,138.32322,70.33431,97.44640,0.72177,1,1
control,41,0.00000,0.27609,0.00000,0.27609,0.25279,0.02330,0.00000,0.04006,0.00000,15.99314,0.00000,31.65933,0.00000,4.47490,14.99986,97.75300,0.00000,70.53155,0.00000,168.28455,29.58676,138.69779,70.53155,97.75300,0.72153,1,1
control,42,0.00000,0.27688,0.00000,0.27688,0.25347,0.02341,0.00000,0.04041,0.00000,15.98646,0.00000,31.65850,0.00000,4.43089,14.99986,98.05986,0.00000,70.72740,0.00000,168.78726,29.71853,139.06872,70.72740,98.05986,0.72127,1,1
control,43,0.00000,0.27766,0.00000,0.27766,0.25415,0.02351,0.00000,0.04076,0.00000,15.97977,0.00000,31.65768,0.00000,4.38858,14.99984,98.36695,0.00000,70.92184,0.00000,169.28879,29.85274,139.43605,70.92184,98.36695,0.72099,1,1
control,44,0.00000,0.27844,0.00000,0.27844,0.25482,0.02362,0.00000,0.04110,0.00000,15.97306,0.00000,31.65687,0.00000,4.34787,14.99983,98.67422,0.00000,71.11490,0.00000,169.78912,29.98932,139.79980,71.11490,98.67422,0.72070,1,1
control,45,0.00000,0.27921,0.00000,0.27921,0.25549,0.02372,0.00000,0.04144,0.00000,15.96634,0.00000,31.65605,0.00000,4.30866,14.99982,98.98163,0.00000,71.30658,0.00000,170.28821,30.12820,140.16000,71.30658,98.98163,0.72040,1,1
control,46,0.00000,0.27998,0.00000,0.27998,0.25615,0.02383,0.00000,0.04177,0.00000,15.95960,0.00000,31.65524,0.00000,4.27086,14.99981,99.28914,0.00000,71.49688,0.00000,170.78602,30.26932,140.51670,71.49688,99.28914,0.72009,1,1
control,47,0.00000,0.28074,0.00000,0.28074,0.25680,0.02395,0.00000,0.04210,0.00000,15.95284,0.00000,31.65442,0.00000,4.23437,14.99980,99.59672,0.00000,71.68581,0.00000,171.28253,30.41261,140.86992,71.68581,99.59672,0.71976,1,1
control,48,0.00000,0.28150,0.00000,0.28150,0.25744,0.02406,0.00000,0.04243,0.00000,15.94607,0.00000,31.65362,0.00000,4.19913,14.99979,99.90432,0.00000,71.87338,0.00000,171.77770,30.55801,141.21969,71.87338,99.90432,0.71942,1,1
control,49,0.00000,0.28226,0.00000,0.28226,0.25808,0.02417,0.00000,0.04276,0.00000,15.93929,0.00000,31.65281,0.00000,4.16506,14.99977,100.21191,0.00000,72.05959,0.00000,172.27150,30.70546,141.56604,72.05959,100.21191,0.71907,1,1
control,50,0.00000,0.28301,0.00000,0.28301,0.25872,0.02429,0.00000,0.04308,0.00000,15.93249,0.00000,31.65200,0.00000,4.13209,14.99976,100.51945,0.00000,72.24445,0.00000,172.76390,30.85490,141.90900,72.24445,100.51945,0.71871,1,1
control,51,0.00000,0.28375,0.00000,0.28375,0.25934,0.02441,0.00000,0.04339,0.00000,15.92567,0.00000,31.65120,0.00000,4.10015,14.99975,100.82690,0.00000,72.42796,0.00000,173.25486,31.00626,142.24860,72.42796,100.82690,0.71834,1,1
control,52,0.00000,0.28449,0.00000,0.28449,0.25996,0.02453,0.00000,0.04370,0.00000,15.91885,0.00000,31.65040,0.00000,4.06920,14.99973,101.13423,0.00000,72.61013,0.00000,173.74436,31.15948,142.58488,72.61013,101.13423,0.71796,1,1
control,53,0.00000,0.28523,0.00000,0.28523,0.26058,0.02465,0.00000,0.04401,0.00000,15.91200,0.00000,31.64960,0.00000,4.03918,14.99972,101.44139,0.00000,72.79097,0.00000,174.23237,31.31451,142.91786,72.79097,101.44139,0.71757,1,1
control,54,0.00000,0.28596,0.00000,0.28596,0.26119,0.02477,0.00000,0.04432,0.00000,15.90514,0.00000,31.64881,0.00000,4.01003,14.99970,101.74837,0.00000,72.97049,0.00000,174.71885,31.47128,143.24757,72.97049,101.74837,0.71717,1,1
control,55,0.00000,0.28669,0.00000,0.28669,0.26179,0.02490,0.00000,0.04462,0.00000,15.89827,0.00000,31.64801,0.00000,3.98171,14.99968,102.05511,0.00000,73.14868,0.00000,175.20379,31.62974,143.57405,73.14868,102.05511,0.71676,1,1
control,56,0.00000,0.28741,0.00000,0.28741,0.26239,0.02502,0.00000,0.04492,0.00000,15.89139,0.00000,31.64722,0.00000,3.95418,14.99967,102.36159,0.00000,73.32556,0.00000,175.68714,31.78983,143.89731,73.32556,102.36159,0.71634,1,1
control,57,0.00000,0.28813,0.00000,0.28813,0.26298,0.02515,0.00000,0.04521,0.00000,15.88449,0.00000,31.64643,0.00000,3.92740,14.99965,102.66777,0.00000,73.50112,0.00000,176.16889,31.95150,144.21739,73.50112,102.66777,0.71591,1,1
control,58,0.00000,0.28884,0.00000,0.28884,0.26356,0.02528,0.00000,0.04550,0.00000,15.87757,0.00000,31.64564,0.00000,3.90133,14.99963,102.97361,0.00000,73.67539,0.00000,176.64900,32.11468,144.53432,73.67539,102.97361,0.71548,1,1
control,59,0.00000,0.28955,0.00000,0.28955,0.26414,0.02541,0.00000,0.04578,0.00000,15.87064,0.00000,31.64486,0.00000,3.87594,14.99961,103.27910,0.00000,73.84836,0.00000,177.12745,32.27933,144.84812,73.84836,103.27910,0.71504,1,1
control,60,0.00000,0.29025,0.00000,0.29025,0.26471,0.02554,0.00000,0.04607,0.00000,15.86370,0.00000,31.64407,0.00000,3.85118,14.99959,103.58419,0.00000,74.02003,0.00000,177.60422,32.44539,145.15883,74.02003,103.58419,0.71459,1,1
control,61,0.00000,0.29095,0.00000,0.29095,0.26528,0.02567,0.00000,0.04635,0.00000,15.85675,0.00000,31.64329,0.00000,3.82704,14.99957,103.88885,0.00000,74.19042,0.00000,178.07927,32.61280,145.46647,74.19042,103.88885,0.71413,1,1
control,62,0.00000,0.29164,0.00000,0.29164,0.26584,0.02580,0.00000,0.04662,0.00000,15.84978,0.00000,31.64251,0.00000,3.80348,14.99955,104.19305,0.00000,74.35953,0.00000,178.55258,32.78152,145.77106,74.35953,104.19305,0.71367,1,1
control,63,0.00000,0.29233,0.00000,0.29233,0.26640,0.02593,0.00000,0.04689,0.00000,15.84280,0.00000,31.64173,0.00000,3.78048,14.99953,104.49676,0.00000,74.52737,0.00000,179.02414,32.95149,146.07264,74.52737,104.49676,0.71320,1,1
control,64,0.00000,0.29302,0.00000,0.29302,0.26695,0.02607,0.00000,0.04716,0.00000,15.83581,0.00000,31.64095,0.00000,3.75800,14.99951,104.79996,0.00000,74.69394,0.00000,179.49390,33.12266,146.37124,74.69394,104.79996,0.71273,1,1
control,65,0.00000,0.29370,0.00000,0.29370,0.26750,0.02620,0.00000,0.04743,0.00000,15.82880,0.00000,31.64018,0.00000,3.73603,14.99949,105.10260,0.00000,74.85925,0.00000,179.96185,33.29499,146.66687,74.85925,105.10260,0.71225,1,1
control,66,0.00000,0.29438,0.00000,0.29438,0.26804,0.02634,0.00000,0.04769,0.00000,15.82178,0.00000,31.63941,0.00000,3.71455,14.99947,105.40467,0.00000,75.02331,0.00000,180.42797,33.46841,146.95957,75.02331,105.40467,0.71176,1,1
control,67,0.00000,0.29505,0.00000,0.29505,0.26857,0.02648,0.00000,0.04794,0.00000,15.81475,0.00000,31.63864,0.00000,3.69353,14.99944,105.70613,0.00000,75.18611,0.00000,180.89224,33.64288,147.24936,75.18611,105.70613,0.71127,1,1
control,68,0.00000,0.29572,0.00000,0.29572,0.26910,0.02661,0.00000,0.04820,0.00000,15.80770,0.00000,31.63787,0.00000,3.67295,14.99942,106.00695,0.00000,75.34767,0.00000,181.35462,33.81836,147.53626,75.34767,106.00695,0.71078,1,1
control,69,0.00000,0.29638,0.00000,0.29638,0.26963,0.02675,0.00000,0.04845,0.00000,15.80065,0.00000,31.63710,0.00000,3.65279,14.99940,106.30712,0.00000,75.50799,0.00000,181.81511,33.99480,147.82031,75.50799,106.30712,0.71028,1,1
control,70,0.00000,0.29704,0.00000,0.29704,0.27015,0.02689,0.00000,0.04869,0.00000,15.79358,0.00000,31.63633,0.00000,3.63304,14.99937,106.60659,0.00000,75.66708,0.00000,182.27368,34.17214,148.10154,75.66708,106.60659,0.70978,1,1
control,71,0.00000,0.29769,0.00000,0.29769,0.27066,0.02703,0.00000,0.04894,0.00000,15.78650,0.00000,31.63557,0.00000,3.61368,14.99934,106.90535,0.00000,75.82495,0.00000,182.73030,34.35035,148.37995,75.82495,106.90535,0.70927,1,1
control,72,0.00000,0.29834,0.00000,0.29834,0.27117,0.02717,0.00000,0.04918,0.00000,15.77940,0.00000,31.63481,0.00000,3.59469,14.99932,107.20337,0.00000,75.98159,0.00000,183.18496,34.52938,148.65558,75.98159,107.20337,0.70876,1,1
control,73,0.00000,0.29899,0.00000,0.29899,0.27167,0.02732,0.00000,0.04942,0.00000,15.77230,0.00000,31.63405,0.00000,3.57607,14.99929,107.50062,0.00000,76.13702,0.00000,183.63764,34.70918,148.92846,76.13702,107.50062,0.70825,1,1
control,74,0.00000,0.29963,0.00000,0.29963,0.27217,0.02746,0.00000,0.04965,0.00000,15.76518,0.00000,31.63329,0.00000,3.55778,14.99926,107.79708,0.00000,76.29124,0.00000,184.08832,34.88971,149.19861,76.29124,107.79708,0.70773,1,1
control,75,0.00000,0.30027,0.00000,0.30027,0.27267,0.02760,0.00000,0.04988,0.00000,15.75806,0.00000,31.63253,0.00000,3.53983,14.99923,108.09273,0.00000,76.44426,0.00000,184.53698,35.07093,149.46605,76.44426,108.09273,0.70721,1,1
control,76,0.00000,0.30090,0.00000,0.30090,0.27315,0.02774,0.00000,0.05011,0.00000,15.75092,0.00000,31.63178,0.00000,3.52220,14.99920,108.38753,0.00000,76.59608,0.00000,184.98361,35.25280,149.73081,76.59608,108.38753,0.70669,1,1
control,77,0.00000,0.30153,0.00000,0.30153,0.27364,0.02789,0.00000,0.05033,0.00000,15.74376,0.00000,31.63102,0.00000,3.50487,14.99917,108.68147,0.00000,76.74671,0.00000,185.42818,35.43526,149.99292,76.74671,108.68147,0.70616,1,1
control,78,0.00000,0.30215,0.00000,0.30215,0.27412,0.02803,0.00000,0.05055,0.00000,15.73660,0.00000,31.63027,0.00000,3.48784,14.99914,108.97452,0.00000,76.89615,0.00000,185.87067,35.61829,150.25238,76.89615,108.97452,0.70563,1,1
control,79,0.00000,0.30277,0.00000,0.30277,0.27459,0.02818,0.00000,0.05077,0.00000,15.72943,0.00000,31.62952,0.00000,3.47110,14.99911,109.26667,0.00000,77.04441,0.00000,186.31108,35.80184,150.50924,77.04441,109.26667,0.70510,1,1
control,80,0.00000,0.30338,0.00000,0.30338,0.27506,0.02832,0.00000,0.05098,0.00000,15.72225,0.00000,31.62877,0.00000,3.45463,14.99908,109.55788,0.00000,77.19150,0.00000,186.74938,35.98587,150.76351,77.19150,109.55788,0.70457,1,1
control,81,0.00000,0.30399,0.00000,0.30399,0.27553,0.02847,0.00000,0.05119,0.00000,15.71505,0.00000,31.62802,0.00000,3.43842,14.99905,109.84814,0.00000,77.33743,0.00000,187.18556,36.17035,151.01522,77.33743,109.84814,0.70404,1,1
control,82,0.00000,0.30460,0.00000,0.30460,0.27599,0.02861,0.00000,0.05140,0.00000,15.70784,0.00000,31.62727,0.00000,3.42247,14.99901,110.13742,0.00000,77.48218,0.00000,187.61961,36.35523,151.26438,77.48218,110.13742,0.70350,1,1
control,83,0.00000,0.30520,0.00000,0.30520,0.27644,0.02876,0.00000,0.05160,0.00000,15.70063,0.00000,31.62653,0.00000,3.40677,14.99898,110.42571,0.00000,77.62579,0.00000,188.05150,36.54047,151.51103,77.62579,110.42571,0.70297,1,1
control,84,0.00000,0.30580,0.00000,0.30580,0.27689,0.02891,0.00000,0.05181,0.00000,15.69340,0.00000,31.62579,0.00000,3.39130,14.99894,110.71299,0.00000,77.76824,0.00000,188.48123,36.72605,151.75518,77.76824,110.71299,0.70243,1,1
control,85,0.00000,0.30639,0.00000,0.30639,0.27734,0.02905,0.00000,0.05200,0.00000,15.68616,0.00000,31.62504,0.00000,3.37607,14.99891,110.99923,0.00000,77.90954,0.00000,188.90877,36.91191,151.99686,77.90954,110.99923,0.70189,1,1
control,86,0.00000,0.30698,0.00000,0.30698,0.27778,0.02920,0.00000,0.05220,0.00000,15.67892,0.00000,31.62430,0.00000,3.36106,14.99887,111.28441,0.00000,78.04971,0.00000,189.33412,37.09804,152.23609,78.04971,111.28441,0.70135,1,1
control,87,0.00000,0.30756,0.00000,0.30756,0.27822,0.02935,0.00000,0.05239,0.00000,15.67166,0.00000,31.62357,0.00000,3.34626,14.99883,111.56853,0.00000,78.18874,0.00000,189.75727,37.28439,152.47288,78.18874,111.56853,0.70081,1,1
control,88,0.00000,0.30814,0.00000,0.30814,0.27865,0.02950,0.00000,0.05258,0.00000,15.66439,0.00000,31.62283,0.00000,3.33168,14.99879,111.85155,0.00000,78.32665,0.00000,190.17820,37.47092,152.70728,78.32665,111.85155,0.70027,1,1
control,89,0.00000,0.30872,0.00000,0.30872,0.27908,0.02964,0.00000,0.05277,0.00000,15.65711,0.00000,31.62209,0.00000,3.31729,14.99875,112.13346,0.00000,78.46343,0.00000,190.59689,37.65761,152.93928,78.46343,112.13346,0.69973,1,1
control,90,0.00000,0.30929,0.00000,0.30929,0.27950,0.02979,0.00000,0.05295,0.00000,15.64982,0.00000,31.62136,0.00000,3.30311,14.99871,112.41424,0.00000,78.59910,0.00000,191.01334,37.84442,153.16892,78.59910,112.41424,0.69919,1,1
control,91,0.00000,0.30986,0.00000,0.30986,0.27992,0.02994,0.00000,0.05313,0.00000,15.64253,0.00000,31.62062,0.00000,3.28911,14.99867,112.69388,0.00000,78.73365,0.00000,191.42754,38.03132,153.39622,78.73365,112.69388,0.69865,1,1
control,92,0.00000,0.31042,0.00000,0.31042,0.28034,0.03009,0.00000,0.05331,0.00000,15.63522,0.00000,31.61989,0.00000,3.27530,14.99863,112.97236,0.00000,78.86710,0.00000,191.83947,38.21827,153.62120,78.86710,112.97236,0.69811,1,1
control,93,0.00000,0.31098,0.00000,0.31098,0.28075,0.03023,0.00000,0.05348,0.00000,15.62790,0.00000,31.61916,0.00000,3.26167,14.99859,113.24967,0.00000,78.99945,0.00000,192.24912,38.40524,153.84387,78.99945,113.24967,0.69757,1,1
control,94,0.00000,0.31154,0.00000,0.31154,0.28115,0.03038,0.00000,0.05366,0.00000,15.62057,0.00000,31.61843,0.00000,3.24822,14.99854,113.52578,0.00000,79.13071,0.00000,192.65648,38.59221,154.06427,79.13071,113.52578,0.69703,1,1
control,95,0.00000,0.31209,0.00000,0.31209,0.28156,0.03053,0.00000,0.05382,0.00000,15.61324,0.00000,31.61770,0.00000,3.23493,14.99850,113.80068,0.00000,79.26088,0.00000,193.06155,38.77915,154.28241,79.26088,113.80068,0.69649,1,1
control,96,0.00000,0.31263,0.00000,0.31263,0.28196,0.03068,0.00000,0.05399,0.00000,15.60589,0.00000,31.61698,0.00000,3.22181,14.99845,114.07435,0.00000,79.38996,0.00000,193.46432,38.96601,154.49830,79.38996,114.07435,0.69595,1,1
control,97,0.00000,0.31318,0.00000,0.31318,0.28235,0.03083,0.00000,0.05415,0.00000,15.59854,0.00000,31.61625,0.00000,3.20885,14.99841,114.34679,0.00000,79.51797,0.00000,193.86477,39.15279,154.71198,79.51797,114.34679,0.69541,1,1
control,98,0.00000,0.31371,0.00000,0.31371,0.28274,0.03097,0.00000,0.05432,0.00000,15.59118,0.00000,31.61552,0.00000,3.19605,14.99836,114.61798,0.00000,79.64491,0.00000,194.26289,39.33943,154.92346,79.64491,114.61798,0.69487,1,1
control,99,0.00000,0.31425,0.00000,0.31425,0.28313,0.03112,0.00000,0.05447,0.00000,15.58380,0.00000,31.61480,0.00000,3.18340,14.99831,114.88790,0.00000,79.77078,0.00000,194.65868,39.52593,155.13276,79.77078,114.88790,0.69434,1,1
control,100,0.00000,0.31478,0.00000,0.31478,0.28351,0.03127,0.00000,0.05463,0.00000,15.57642,0.00000,31.61408,0.00000,3.17089,14.99826,115.15654,0.00000,79.89560,0.00000,195.05214,39.71224,155.33990,79.89560,115.15654,0.69380,1,1
control,101,0.00000,0.31530,0.00000,0.31530,0.28389,0.03142,0.00000,0.05478,0.00000,15.56903,0.00000,31.61336,0.00000,3.15854,14.99822,115.42389,0.00000,80.01935,0.00000,195.44325,39.89835,155.54489,80.01935,115.42389,0.69327,1,1
