treatment,day,DOM_added,respSoil,respSubstrate,resp,baselineRespbulk,respDOM,respPriming,DOMSoil,DOMSubstrate,POMSoil,POMSubstrate,MAOMSoil,MAOMSubstrate,CN_DOM,CN_MAOM,bactSoil,bactSubstrate,fungiSoil,fungiSubstrate,MB,rhiz,bulk,fungi,bact,FB,treatmentID,setID
control,10,0.00000,0.31486,0.00000,0.31486,0.25545,0.01931,0.04009,0.02698,0.00000,16.20567,0.00000,31.69481,0.00000,7.56399,15.00000,89.94708,0.00000,76.55222,0.00000,166.49930,29.19139,137.30790,76.55222,89.94708,0.85108,1,1
control,11,0.00000,0.31441,0.00000,0.31441,0.25648,0.01927,0.03867,0.02786,0.00000,16.19803,0.00000,31.69354,0.00000,7.27815,15.00000,90.15509,0.00000,76.82858,0.00000,166.98368,29.12788,137.85579,76.82858,90.15509,0.85218,1,1
control,12,0.00000,0.31400,0.00000,0.31400,0.25751,0.01922,0.03727,0.02873,0.00000,16.19039,0.00000,31.69229,0.00000,7.03008,14.99999,90.36761,0.00000,77.10319,0.00000,167.47079,29.07321,138.39758,77.10319,90.36761,0.85322,1,1
control,13,0.00000,0.31360,0.00000,0.31360,0.25852,0.01919,0.03589,0.02959,0.00000,16.18275,0.00000,31.69105,0.00000,6.81264,14.99999,90.58449,0.00000,77.37603,0.00000,167.96052,29.02720,138.93332,77.37603,90.58449,0.85419,1,1
control,14,0.00000,0.31322,0.00000,0.31322,0.25952,0.01916,0.03454,0.03044,0.00000,16.17511,0.00000,31.68983,0.00000,6.62038,14.99999,90.80563,0.00000,77.64711,0.00000,168.45274,28.98965,139.46308,77.64711,90.80563,0.85509,1,1
control,15,0.00000,0.31285,0.00000,0.31285,0.26051,0.01913,0.03321,0.03128,0.00000,16.16748,0.00000,31.68863,0.00000,6.44906,14.99999,91.03090,0.00000,77.91643,0.00000,168.94733,28.96040,139.98693,77.91643,91.03090,0.85593,1,1
control,16,0.00000,0.31250,0.00000,0.31250,0.26149,0.01911,0.03190,0.03211,0.00000,16.15984,0.00000,31.68744,0.00000,6.29535,14.99999,91.26017,0.00000,78.18400,0.00000,169.44418,28.93925,140.50492,78.18400,91.26017,0.85672,1,1
control,17,0.00000,0.31215,0.00000,0.31215,0.26246,0.01910,0.03060,0.03293,0.00000,16.15220,0.00000,31.68626,0.00000,6.15657,14.99998,91.49334,0.00000,78.44983,0.00000,169.94317,28.92605,141.01712,78.44983,91.49334,0.85744,1,1
control,18,0.00000,0.31181,0.00000,0.31181,0.26341,0.01909,0.02931,0.03375,0.00000,16.14456,0.00000,31.68510,0.00000,6.03058,14.99998,91.73029,0.00000,78.71391,0.00000,170.44420,28.92061,141.52359,78.71391,91.73029,0.85810,1,1
control,19,0.00000,0.31148,0.00000,0.31148,0.26436,0.01909,0.02803,0.03455,0.00000,16.13693,0.00000,31.68395,0.00000,5.91562,14.99998,91.97090,0.00000,78.97626,0.00000,170.94715,28.92277,142.02438,78.97626,91.97090,0.85871,1,1
control,20,0.00000,0.31115,0.00000,0.31115,0.26529,0.01909,0.02677,0.03535,0.00000,16.12929,0.00000,31.68282,0.00000,5.81022,14.99997,92.21506,0.00000,79.23686,0.00000,171.45193,28.93236,142.51956,79.23686,92.21506,0.85926,1,1
control,21,0.00000,0.31082,0.00000,0.31082,0.26622,0.01909,0.02551,0.03613,0.00000,16.12165,0.00000,31.68171,0.00000,5.71319,14.99997,92.46267,0.00000,79.49574,0.00000,171.95841,28.94922,143.00919,79.49574,92.46267,0.85976,1,1
control,22,0.00000,0.31049,0.00000,0.31049,0.26713,0.01911,0.02426,0.03691,0.00000,16.11402,0.00000,31.68060,0.00000,5.62349,14.99996,92.71362,0.00000,79.75289,0.00000,172.46651,28.97318,143.49332,79.75289,92.71362,0.86021,1,1
control,23,0.00000,0.31017,0.00000,0.31017,0.26804,0.01912,0.02301,0.03768,0.00000,16.10639,0.00000,31.67952,0.00000,5.54029,14.99996,92.96779,0.00000,80.00832,0.00000,172.97611,29.00409,143.97202,80.00832,92.96779,0.86060,1,1
control,24,0.00000,0.30985,0.00000,0.30985,0.26893,0.01914,0.02177,0.03844,0.00000,16.09875,0.00000,31.67844,0.00000,5.46283,14.99995,93.22509,0.00000,80.26203,0.00000,173.48712,29.04179,144.44534,80.26203,93.22509,0.86095,1,1
control,25,0.00000,0.30952,0.00000,0.30952,0.26982,0.01917,0.02054,0.03919,0.00000,16.09112,0.00000,31.67738,0.00000,5.39051,14.99994,93.48541,0.00000,80.51403,0.00000,173.99945,29.08612,144.91333,80.51403,93.48541,0.86125,1,1
control,26,0.00000,0.30919,0.00000,0.30919,0.27069,0.01920,0.01931,0.03993,0.00000,16.08349,0.00000,31.67634,0.00000,5.32277,14.99994,93.74866,0.00000,80.76432,0.00000,174.51298,29.13693,145.37605,80.76432,93.74866,0.86150,1,1
control,27,0.00000,0.30886,0.00000,0.30886,0.27155,0.01923,0.01808,0.04067,0.00000,16.07586,0.00000,31.67530,0.00000,5.25916,14.99993,94.01472,0.00000,81.01291,0.00000,175.02763,29.19407,145.83356,81.01291,94.01472,0.86170,1,1
control,28,0.00000,0.30853,0.00000,0.30853,0.27241,0.01927,0.01686,0.04139,0.00000,16.06823,0.00000,31.67428,0.00000,5.19926,14.99992,94.28351,0.00000,81.25980,0.00000,175.54331,29.25739,146.28592,81.25980,94.28351,0.86187,1,1
control,29,0.00000,0.30820,0.00000,0.30820,0.27325,0.01931,0.01563,0.04211,0.00000,16.06061,0.00000,31.67328,0.00000,5.14273,14.99991,94.55493,0.00000,81.50499,0.00000,176.05993,29.32676,146.73317,81.50499,94.55493,0.86199,1,1
control,30,0.00000,0.30786,0.00000,0.30786,0.27409,0.01935,0.01441,0.04282,0.00000,16.05298,0.00000,31.67229,0.00000,5.08925,14.99990,94.82888,0.00000,81.74850,0.00000,176.57739,29.40201,147.17537,81.74850,94.82888,0.86206,1,1
control,31,0.00000,0.30752,0.00000,0.30752,0.27492,0.01940,0.01320,0.04352,0.00000,16.04536,0.00000,31.67131,0.00000,5.03854,14.99989,95.10528,0.00000,81.99032,0.00000,177.09560,29.48302,147.61258,81.99032,95.10528,0.86210,1,1
control,32,0.00000,0.30717,0.00000,0.30717,0.27573,0.01946,0.01198,0.04421,0.00000,16.03774,0.00000,31.67035,0.00000,4.99036,14.99988,95.38402,0.00000,82.23047,0.00000,177.61449,29.56964,148.04484,82.23047,95.38402,0.86210,1,1
control,33,0.00000,0.30682,0.00000,0.30682,0.27654,0.01951,0.01076,0.04489,0.00000,16.03013,0.00000,31.66940,0.00000,4.94450,14.99987,95.66502,0.00000,82.46894,0.00000,178.13396,29.66174,148.47221,82.46894,95.66502,0.86206,1,1
control,34,0.00000,0.30646,0.00000,0.30646,0.27734,0.01958,0.00955,0.04557,0.00000,16.02252,0.00000,31.66846,0.00000,4.90076,14.99986,95.94819,0.00000,82.70574,0.00000,178.65393,29.75918,148.89475,82.70574,95.94819,0.86198,1,1
control,35,0.00000,0.30610,0.00000,0.30610,0.27813,0.01964,0.00833,0.04623,0.00000,16.01491,0.00000,31.66754,0.00000,4.85897,14.99984,96.23344,0.00000,82.94088,0.00000,179.17432,29.86183,149.31249,82.94088,96.23344,0.86187,1,1
control,36,0.00000,0.30573,0.00000,0.30573,0.27891,0.01971,0.00712,0.04689,0.00000,16.00730,0.00000,31.66663,0.00000,4.81898,14.99983,96.52069,0.00000,83.17436,0.00000,179.69505,29.96955,149.72550,83.17436,96.52069,0.86173,1,1
control,37,0.00000,0.30536,0.00000,0.30536,0.27968,0.01978,0.00590,0.04754,0.00000,15.99969,0.00000,31.66573,0.00000,4.78065,14.99982,96.80985,0.00000,83.40618,0.00000,180.21604,30.08222,150.13382,83.40618,96.80985,0.86155,1,1
control,38,0.00000,0.30498,0.00000,0.30498,0.28044,0.01985,0.00469,0.04819,0.00000,15.99209,0.00000,31.66484,0.00000,4.74385,14.99980,97.10085,0.00000,83.63636,0.00000,180.73721,30.19971,150.53750,83.63636,97.10085,0.86134,1,1
control,39,0.00000,0.30460,0.00000,0.30460,0.28120,0.01993,0.00347,0.04882,0.00000,15.98450,0.00000,31.66397,0.00000,4.70847,14.99979,97.39359,0.00000,83.86490,0.00000,181.25849,30.32190,150.93659,83.86490,97.39359,0.86109,1,1
control,40,0.00000,0.30420,0.00000,0.30420,0.28194,0.02001,0.00225,0.04945,0.00000,15.97691,0.00000,31.66311,0.00000,4.67441,14.99977,97.68800,0.00000,84.09180,0.00000,181.77980,30.44866,151.33114,84.09180,97.68800,0.86082,1,1
control,41,0.00000,0.30381,0.00000,0.30381,0.28268,0.02009,0.00103,0.05007,0.00000,15.96932,0.00000,31.66227,0.00000,4.64158,14.99975,97.98399,0.00000,84.31708,0.00000,182.30107,30.57987,151.72120,84.31708,97.98399,0.86052,1,1
control,42,0.00000,0.30359,0.00000,0.30359,0.28341,0.02018,0.00000,0.05068,0.00000,15.96173,0.00000,31.66144,0.00000,4.60989,14.99973,98.28150,0.00000,84.54072,0.00000,182.82222,30.71541,152.10682,84.54072,98.28150,0.86019,1,1
control,43,0.00000,0.30440,0.00000,0.30440,0.28413,0.02027,0.00000,0.05129,0.00000,15.95413,0.00000,31.66061,0.00000,4.57927,14.99971,98.58045,0.00000,84.76275,0.00000,183.34319,30.85516,152.48803,84.76275,98.58045,0.85983,1,1
control,44,0.00000,0.30520,0.00000,0.30520,0.28484,0.02036,0.00000,0.05189,0.00000,15.94651,0.00000,31.65979,0.00000,4.54964,14.99969,98.88075,0.00000,84.98316,0.00000,183.86391,30.99901,152.86490,84.98316,98.88075,0.85945,1,1
control,45,0.00000,0.30600,0.00000,0.30600,0.28554,0.02046,0.00000,0.05247,0.00000,15.93887,0.00000,31.65897,0.00000,4.52094,14.99967,99.18234,0.00000,85.20196,0.00000,184.38430,31.14685,153.23745,85.20196,99.18234,0.85904,1,1
control,46,0.00000,0.30679,0.00000,0.30679,0.28624,0.02056,0.00000,0.05306,0.00000,15.93122,0.00000,31.65815,0.00000,4.49312,14.99965,99.48514,0.00000,85.41916,0.00000,184.90430,31.29855,153.60574,85.41916,99.48514,0.85861,1,1
control,47,0.00000,0.30758,0.00000,0.30758,0.28693,0.02066,0.00000,0.05363,0.00000,15.92355,0.00000,31.65735,0.00000,4.46611,14.99963,99.78908,0.00000,85.63476,0.00000,185.42384,31.45402,153.96981,85.63476,99.78908,0.85816,1,1
control,48,0.00000,0.30837,0.00000,0.30837,0.28761,0.02076,0.00000,0.05420,0.00000,15.91587,0.00000,31.65654,0.00000,4.43987,14.99960,100.09409,0.00000,85.84876,0.00000,185.94285,31.61314,154.32971,85.84876,100.09409,0.85768,1,1
control,49,0.00000,0.30914,0.00000,0.30914,0.28828,0.02086,0.00000,0.05476,0.00000,15.90817,0.00000,31.65575,0.00000,4.41435,14.99958,100.40011,0.00000,86.06117,0.00000,186.46128,31.77581,154.68547,86.06117,100.40011,0.85718,1,1
control,50,0.00000,0.30991,0.00000,0.30991,0.28894,0.02097,0.00000,0.05531,0.00000,15.90045,0.00000,31.65495,0.00000,4.38952,14.99955,100.70705,0.00000,86.27200,0.00000,186.97905,31.94191,155.03714,86.27200,100.70705,0.85666,1,1
control,51,0.00000,0.31068,0.00000,0.31068,0.28960,0.02108,0.00000,0.05586,0.00000,15.89272,0.00000,31.65417,0.00000,4.36532,14.99952,101.01487,0.00000,86.48125,0.00000,187.49612,32.11135,155.38477,86.48125,101.01487,0.85612,1,1
control,52,0.00000,0.31144,0.00000,0.31144,0.29025,0.02119,0.00000,0.05640,0.00000,15.88497,0.00000,31.65338,0.00000,4.34173,14.99950,101.32348,0.00000,86.68893,0.00000,188.01241,32.28403,155.72839,86.68893,101.32348,0.85557,1,1
control,53,0.00000,0.31220,0.00000,0.31220,0.29089,0.02131,0.00000,0.05693,0.00000,15.87721,0.00000,31.65260,0.00000,4.31872,14.99947,101.63284,0.00000,86.89504,0.00000,188.52788,32.45983,156.06804,86.89504,101.63284,0.85499,1,1
control,54,0.00000,0.31295,0.00000,0.31295,0.29153,0.02142,0.00000,0.05745,0.00000,15.86944,0.00000,31.65183,0.00000,4.29624,14.99944,101.94286,0.00000,87.09959,0.00000,189.04245,32.63868,156.40377,87.09959,101.94286,0.85440,1,1
control,55,0.00000,0.31369,0.00000,0.31369,0.29215,0.02154,0.00000,0.05797,0.00000,15.86164,0.00000,31.65106,0.00000,4.27428,14.99940,102.25350,0.00000,87.30258,0.00000,189.55608,32.82046,156.73562,87.30258,102.25350,0.85379,1,1
control,56,0.00000,0.31443,0.00000,0.31443,0.29277,0.02166,0.00000,0.05848,0.00000,15.85384,0.00000,31.65030,0.00000,4.25280,14.99937,102.56469,0.00000,87.50403,0.00000,190.06871,33.00509,157.06363,87.50403,102.56469,0.85316,1,1
control,57,0.00000,0.31517,0.00000,0.31517,0.29339,0.02178,0.00000,0.05899,0.00000,15.84602,0.00000,31.64954,0.00000,4.23179,14.99934,102.87637,0.00000,87.70392,0.00000,190.58029,33.19246,157.38783,87.70392,102.87637,0.85252,1,1
control,58,0.00000,0.31590,0.00000,0.31590,0.29399,0.02191,0.00000,0.05948,0.00000,15.83818,0.00000,31.64878,0.00000,4.21121,14.99930,103.18848,0.00000,87.90228,0.00000,191.09076,33.38249,157.70827,87.90228,103.18848,0.85186,1,1
control,59,0.00000,0.31662,0.00000,0.31662,0.29459,0.02203,0.00000,0.05997,0.00000,15.83034,0.00000,31.64803,0.00000,4.19105,14.99927,103.50097,0.00000,88.09910,0.00000,191.60007,33.57508,158.02499,88.09910,103.50097,0.85119,1,1
control,60,0.00000,0.31734,0.00000,0.31734,0.29518,0.02216,0.00000,0.06046,0.00000,15.82248,0.00000,31.64728,0.00000,4.17128,14.99923,103.81377,0.00000,88.29440,0.00000,192.10817,33.77015,158.33802,88.29440,103.81377,0.85051,1,1
control,61,0.00000,0.31805,0.00000,0.31805,0.29577,0.02229,0.00000,0.06094,0.00000,15.81460,0.00000,31.64654,0.00000,4.15190,14.99919,104.12684,0.00000,88.48817,0.00000,192.61501,33.96761,158.64740,88.48817,104.12684,0.84981,1,1
control,62,0.00000,0.31876,0.00000,0.31876,0.29634,0.02242,0.00000,0.06141,0.00000,15.80671,0.00000,31.64580,0.00000,4.13287,14.99915,104.44012,0.00000,88.68043,0.00000,193.12055,34.16738,158.95317,88.68043,104.44012,0.84910,1,1
control,63,0.00000,0.31946,0.00000,0.31946,0.29692,0.02255,0.00000,0.06187,0.00000,15.79881,0.00000,31.64507,0.00000,4.11419,14.99911,104.75355,0.00000,88.87118,0.00000,193.62472,34.36935,159.25537,88.87118,104.75355,0.84838,1,1
control,64,0.00000,0.32016,0.00000,0.32016,0.29748,0.02268,0.00000,0.06233,0.00000,15.79089,0.00000,31.64434,0.00000,4.09583,14.99907,105.06708,0.00000,89.06042,0.00000,194.12750,34.57346,159.55404,89.06042,105.06708,0.84765,1,1
control,65,0.00000,0.32086,0.00000,0.32086,0.29804,0.02282,0.00000,0.06278,0.00000,15.78297,0.00000,31.64362,0.00000,4.07779,14.99902,105.38067,0.00000,89.24816,0.00000,194.62883,34.77963,159.84920,89.24816,105.38067,0.84691,1,1
control,66,0.00000,0.32154,0.00000,0.32154,0.29859,0.02295,0.00000,0.06323,0.00000,15.77502,0.00000,31.64289,0.00000,4.06005,14.99898,105.69426,0.00000,89.43441,0.00000,195.12867,34.98776,160.14091,89.43441,105.69426,0.84616,1,1
control,67,0.00000,0.32222,0.00000,0.32222,0.29913,0.02309,0.00000,0.06367,0.00000,15.76707,0.00000,31.64218,0.00000,4.04260,14.99893,106.00780,0.00000,89.61918,0.00000,195.62697,35.19779,160.42919,89.61918,106.00780,0.84540,1,1
control,68,0.00000,0.32290,0.00000,0.32290,0.29967,0.02323,0.00000,0.06410,0.00000,15.75910,0.00000,31.64146,0.00000,4.02543,14.99888,106.32124,0.00000,89.80246,0.00000,196.12370,35.40963,160.71408,89.80246,106.32124,0.84463,1,1
control,69,0.00000,0.32357,0.00000,0.32357,0.30021,0.02337,0.00000,0.06453,0.00000,15.75113,0.00000,31.64075,0.00000,4.00851,14.99884,106.63454,0.00000,89.98427,0.00000,196.61881,35.62320,160.99561,89.98427,106.63454,0.84386,1,1
control,70,0.00000,0.32424,0.00000,0.32424,0.30073,0.02351,0.00000,0.06495,0.00000,15.74313,0.00000,31.64005,0.00000,3.99186,14.99878,106.94765,0.00000,90.16461,0.00000,197.11226,35.83844,161.27382,90.16461,106.94765,0.84307,1,1
control,71,0.00000,0.32490,0.00000,0.32490,0.30125,0.02365,0.00000,0.06536,0.00000,15.73513,0.00000,31.63935,0.00000,3.97545,14.99873,107.26053,0.00000,90.34349,0.00000,197.60402,36.05527,161.54875,90.34349,107.26053,0.84228,1,1
control,72,0.00000,0.32556,0.00000,0.32556,0.30176,0.02380,0.00000,0.06577,0.00000,15.72712,0.00000,31.63865,0.00000,3.95927,14.99868,107.57312,0.00000,90.52091,0.00000,198.09404,36.27361,161.82042,90.52091,107.57312,0.84148,1,1
control,73,0.00000,0.32621,0.00000,0.32621,0.30227,0.02394,0.00000,0.06618,0.00000,15.71909,0.00000,31.63796,0.00000,3.94332,14.99862,107.88540,0.00000,90.69688,0.00000,198.58228,36.49340,162.08888,90.69688,107.88540,0.84068,1,1
control,74,0.00000,0.32686,0.00000,0.32686,0.30277,0.02408,0.00000,0.06657,0.00000,15.71105,0.00000,31.63727,0.00000,3.92759,14.99857,108.19730,0.00000,90.87141,0.00000,199.06872,36.71457,162.35415,90.87141,108.19730,0.83987,1,1
control,75,0.00000,0.32750,0.00000,0.32750,0.30327,0.02423,0.00000,0.06696,0.00000,15.70300,0.00000,31.63658,0.00000,3.91207,14.99851,108.50880,0.00000,91.04450,0.00000,199.55331,36.93704,162.61627,91.04450,108.50880,0.83905,1,1
control,76,0.00000,0.32814,0.00000,0.32814,0.30376,0.02438,0.00000,0.06735,0.00000,15.69494,0.00000,31.63590,0.00000,3.89675,14.99845,108.81985,0.00000,91.21616,0.00000,200.03602,37.16075,162.87527,91.21616,108.81985,0.83823,1,1
control,77,0.00000,0.32877,0.00000,0.32877,0.30424,0.02452,0.00000,0.06773,0.00000,15.68687,0.00000,31.63522,0.00000,3.88163,14.99839,109.13042,0.00000,91.38640,0.00000,200.51681,37.38563,163.13118,91.38640,109.13042,0.83741,1,1
control,78,0.00000,0.32939,0.00000,0.32939,0.30472,0.02467,0.00000,0.06811,0.00000,15.67878,0.00000,31.63454,0.00000,3.86669,14.99833,109.44045,0.00000,91.55521,0.00000,200.99567,37.61162,163.38405,91.55521,109.44045,0.83658,1,1
control,79,0.00000,0.33001,0.00000,0.33001,0.30519,0.02482,0.00000,0.06847,0.00000,15.67069,0.00000,31.63387,0.00000,3.85194,14.99826,109.74992,0.00000,91.72262,0.00000,201.47254,37.83865,163.63388,91.72262,109.74992,0.83574,1,1
control,80,0.00000,0.33063,0.00000,0.33063,0.30566,0.02497,0.00000,0.06884,0.00000,15.66259,0.00000,31.63320,0.00000,3.83737,14.99820,110.05879,0.00000,91.88861,0.00000,201.94740,38.06667,163.88073,91.88861,110.05879,0.83490,1,1
control,81,0.00000,0.33124,0.00000,0.33124,0.30612,0.02512,0.00000,0.06920,0.00000,15.65447,0.00000,31.63254,0.00000,3.82297,14.99813,110.36702,0.00000,92.05321,0.00000,202.42023,38.29561,164.12462,92.05321,110.36702,0.83406,1,1
control,82,0.00000,0.33185,0.00000,0.33185,0.30658,0.02527,0.00000,0.06955,0.00000,15.64634,0.00000,31.63188,0.00000,3.80874,14.99806,110.67457,0.00000,92.21642,0.00000,202.89099,38.52541,164.36558,92.21642,110.67457,0.83322,1,1
control,83,0.00000,0.33245,0.00000,0.33245,0.30703,0.02543,0.00000,0.06990,0.00000,15.63821,0.00000,31.63122,0.00000,3.79466,14.99799,110.98141,0.00000,92.37823,0.00000,203.35965,38.75601,164.60364,92.37823,110.98141,0.83238,1,1
control,84,0.00000,0.33305,0.00000,0.33305,0.30747,0.02558,0.00000,0.07024,0.00000,15.63006,0.00000,31.63056,0.00000,3.78075,14.99792,111.28751,0.00000,92.53867,0.00000,203.82618,38.98735,164.83883,92.53867,111.28751,0.83153,1,1
control,85,0.00000,0.33364,0.00000,0.33364,0.30791,0.02573,0.00000,0.07058,0.00000,15.62190,0.00000,31.62991,0.00000,3.76698,14.99785,111.59283,0.00000,92.69774,0.00000,204.29056,39.21938,165.07119,92.69774,111.59283,0.83068,1,1
control,86,0.00000,0.33423,0.00000,0.33423,0.30834,0.02588,0.00000,0.07091,0.00000,15.61374,0.00000,31.62926,0.00000,3.75337,14.99777,111.89734,0.00000,92.85543,0.00000,204.75277,39.45204,165.30073,92.85543,111.89734,0.82983,1,1
control,87,0.00000,0.33481,0.00000,0.33481,0.30877,0.02604,0.00000,0.07123,0.00000,15.60556,0.00000,31.62862,0.00000,3.73990,14.99770,112.20101,0.00000,93.01177,0.00000,205.21278,39.68528,165.52750,93.01177,112.20101,0.82897,1,1
control,88,0.00000,0.33539,0.00000,0.33539,0.30920,0.02619,0.00000,0.07156,0.00000,15.59737,0.00000,31.62798,0.00000,3.72656,14.99762,112.50380,0.00000,93.16675,0.00000,205.67055,39.91904,165.75151,93.16675,112.50380,0.82812,1,1
control,89,0.00000,0.33596,0.00000,0.33596,0.30961,0.02635,0.00000,0.07187,0.00000,15.58918,0.00000,31.62734,0.00000,3.71337,14.99754,112.80570,0.00000,93.32038,0.00000,206.12608,40.15327,165.97280,93.32038,112.80570,0.82727,1,1
control,90,0.00000,0.33653,0.00000,0.33653,0.31003,0.02650,0.00000,0.07218,0.00000,15.58097,0.00000,31.62670,0.00000,3.70031,14.99745,113.10666,0.00000,93.47267,0.00000,206.57933,40.38793,166.19140,93.47267,113.10666,0.82641,1,1
control,91,0.00000,0.33709,0.00000,0.33709,0.31044,0.02665,0.00000,0.07249,0.00000,15.57275,0.00000,31.62607,0.00000,3.68738,14.99737,113.40666,0.00000,93.62363,0.00000,207.03029,40.62295,166.40734,93.62363,113.40666,0.82556,1,1
control,92,0.00000,0.33765,0.00000,0.33765,0.31084,0.02681,0.00000,0.07279,0.00000,15.56453,0.00000,31.62544,0.00000,3.67457,14.99728,113.70566,0.00000,93.77326,0.00000,207.47892,40.85829,166.62064,93.77326,113.70566,0.82470,1,1
control,93,0.00000,0.33820,0.00000,0.33820,0.31124,0.02696,0.00000,0.07309,0.00000,15.55630,0.00000,31.62481,0.00000,3.66189,14.99720,114.00366,0.00000,93.92157,0.00000,207.92522,41.09390,166.83132,93.92157,114.00366,0.82385,1,1
control,94,0.00000,0.33875,0.00000,0.33875,0.31163,0.02712,0.00000,0.07338,0.00000,15.54805,0.00000,31.62419,0.00000,3.64933,14.99711,114.30061,0.00000,94.06856,0.00000,208.36917,41.32974,167.03943,94.06856,114.30061,0.82299,1,1
control,95,0.00000,0.33930,0.00000,0.33930,0.31202,0.02728,0.00000,0.07367,0.00000,15.53980,0.00000,31.62357,0.00000,3.63689,14.99702,114.59649,0.00000,94.21424,0.00000,208.81073,41.56576,167.24498,94.21424,114.59649,0.82214,1,1
control,96,0.00000,0.33984,0.00000,0.33984,0.31240,0.02743,0.00000,0.07395,0.00000,15.53154,0.00000,31.62295,0.00000,3.62456,14.99692,114.89127,0.00000,94.35863,0.00000,209.24990,41.80191,167.44800,94.35863,114.89127,0.82129,1,1
control,97,0.00000,0.34037,0.00000,0.34037,0.31278,0.02759,0.00000,0.07423,0.00000,15.52327,0.00000,31.62233,0.00000,3.61235,14.99683,115.18494,0.00000,94.50172,0.00000,209.68666,42.03814,167.64851,94.50172,115.18494,0.82043,1,1
control,98,0.00000,0.34090,0.00000,0.34090,0.31316,0.02774,0.00000,0.07451,0.00000,15.51499,0.00000,31.62172,0.00000,3.60024,14.99673,115.47746,0.00000,94.64352,0.00000,210.12098,42.27443,167.84655,94.64352,115.47746,0.81958,1,1
control,99,0.00000,0.34143,0.00000,0.34143,0.31353,0.02790,0.00000,0.07478,0.00000,15.50671,0.00000,31.62111,0.00000,3.58825,14.99663,115.76882,0.00000,94.78403,0.00000,210.55285,42.51071,168.04214,94.78403,115.76882,0.81874,1,1
control,100,0.00000,0.34195,0.00000,0.34195,0.31389,0.02806,0.00000,0.07504,0.00000,15.49841,0.00000,31.62051,0.00000,3.57636,14.99653,116.05899,0.00000,94.92328,0.00000,210.98227,42.74696,168.23531,94.92328,116.05899,0.81789,1,1
control,101,0.00000,0.34247,0.00000,0.34247,0.31425,0.02821,0.00000,0.07530,0.00000,15.49011,0.00000,31.61990,0.00000,3.56458,14.99643,116.34795,0.00000,95.06125,0.00000,211.40920,42.98313,168.42607,95.06125,116.34795,0.81704,1,1
