treatment,day,DOM_added,respSoil,respSubstrate,resp,baselineRespbulk,respDOM,respPriming,DOMSoil,DOMSubstrate,POMSoil,POMSubstrate,MAOMSoil,MAOMSubstrate,CN_DOM,CN_MAOM,bactSoil,bactSubstrate,fungiSoil,fungiSubstrate,MB,rhiz,bulk,fungi,bact,FB,treatmentID,setID
control,10,0.00000,0.26313,0.00000,0.26313,0.19111,0.02505,0.04697,0.02313,0.00000,16.22404,0.00000,31.69801,0.00000,9.08456,15.00000,85.40498,0.00000,42.47224,0.00000,127.87723,30.24760,97.62963,42.47224,85.40498,0.49730,1,1
control,11,0.00000,0.26177,0.00000,0.26177,0.19224,0.02501,0.04452,0.02318,0.00000,16.21817,0.00000,31.69703,0.00000,8.56797,15.00000,85.68751,0.00000,42.70887,0.00000,128.39638,30.19480,98.20159,42.70887,85.68751,0.49843,1,1
control,12,0.00000,0.26045,0.00000,0.26045,0.19337,0.02496,0.04212,0.02324,0.00000,16.21231,0.00000,31.69607,0.00000,8.11351,15.00000,85.96874,0.00000,42.94384,0.00000,128.91257,30.14313,98.76944,42.94384,85.96874,0.49953,1,1
control,13,0.00000,0.25919,0.00000,0.25919,0.19449,0.02492,0.03978,0.02329,0.00000,16.20647,0.00000,31.69512,0.00000,7.71080,15.00000,86.24869,0.00000,43.17716,0.00000,129.42585,30.09263,99.33322,43.17716,86.24869,0.50061,1,1
control,14,0.00000,0.25797,0.00000,0.25797,0.19560,0.02488,0.03750,0.02336,0.00000,16.20064,0.00000,31.69418,0.00000,7.35164,15.00000,86.52740,0.00000,43.40885,0.00000,129.93625,30.04330,99.89295,43.40885,86.52740,0.50168,1,1
control,15,0.00000,0.25680,0.00000,0.25680,0.19670,0.02484,0.03526,0.02342,0.00000,16.19482,0.00000,31.69326,0.00000,7.02950,15.00000,86.80491,0.00000,43.63892,0.00000,130.44383,29.99517,100.44866,43.63892,86.80491,0.50272,1,1
control,16,0.00000,0.25567,0.00000,0.25567,0.19779,0.02480,0.03307,0.02349,0.00000,16.18902,0.00000,31.69236,0.00000,6.73907,15.00000,87.08126,0.00000,43.86739,0.00000,130.94864,29.94826,101.00038,43.86739,87.08126,0.50375,1,1
control,17,0.00000,0.25457,0.00000,0.25457,0.19888,0.02476,0.03093,0.02356,0.00000,16.18323,0.00000,31.69147,0.00000,6.47602,15.00000,87.35647,0.00000,44.09426,0.00000,131.45072,29.90259,101.54814,44.09426,87.35647,0.50476,1,1
control,18,0.00000,0.25352,0.00000,0.25352,0.19996,0.02472,0.02884,0.02363,0.00000,16.17745,0.00000,31.69059,0.00000,6.23677,14.99999,87.63058,0.00000,44.31955,0.00000,131.95013,29.85817,102.09195,44.31955,87.63058,0.50575,1,1
control,19,0.00000,0.25250,0.00000,0.25250,0.20103,0.02468,0.02678,0.02371,0.00000,16.17168,0.00000,31.68973,0.00000,6.01833,14.99999,87.90362,0.00000,44.54327,0.00000,132.44689,29.81503,102.63186,44.54327,87.90362,0.50673,1,1
control,20,0.00000,0.25151,0.00000,0.25151,0.20209,0.02465,0.02477,0.02379,0.00000,16.16592,0.00000,31.68888,0.00000,5.81819,14.99999,88.17563,0.00000,44.76543,0.00000,132.94106,29.77318,103.16788,44.76543,88.17563,0.50768,1,1
control,21,0.00000,0.25056,0.00000,0.25056,0.20315,0.02461,0.02280,0.02387,0.00000,16.16017,0.00000,31.68804,0.00000,5.63424,14.99999,88.44663,0.00000,44.98604,0.00000,133.43268,29.73264,103.70004,44.98604,88.44663,0.50862,1,1
control,22,0.00000,0.24964,0.00000,0.24964,0.20420,0.02458,0.02086,0.02395,0.00000,16.15443,0.00000,31.68722,0.00000,5.46467,14.99999,88.71666,0.00000,45.20513,0.00000,133.92179,29.69341,104.22837,45.20513,88.71666,0.50954,1,1
control,23,0.00000,0.24875,0.00000,0.24875,0.20524,0.02455,0.01897,0.02404,0.00000,16.14870,0.00000,31.68641,0.00000,5.30792,14.99999,88.98574,0.00000,45.42269,0.00000,134.40843,29.65553,104.75290,45.42269,88.98574,0.51045,1,1
control,24,0.00000,0.24789,0.00000,0.24789,0.20627,0.02452,0.01710,0.02412,0.00000,16.14297,0.00000,31.68561,0.00000,5.16267,14.99999,89.25390,0.00000,45.63874,0.00000,134.89264,29.61899,105.27365,45.63874,89.25390,0.51134,1,1
control,25,0.00000,0.24706,0.00000,0.24706,0.20730,0.02449,0.01527,0.02421,0.00000,16.13726,0.00000,31.68482,0.00000,5.02776,14.99999,89.52117,0.00000,45.85329,0.00000,135.37447,29.58382,105.79065,45.85329,89.52117,0.51221,1,1
control,26,0.00000,0.24625,0.00000,0.24625,0.20831,0.02446,0.01348,0.02431,0.00000,16.13155,0.00000,31.68405,0.00000,4.90217,14.99998,89.78758,0.00000,46.06636,0.00000,135.85394,29.55002,106.30392,46.06636,89.78758,0.51306,1,1
control,27,0.00000,0.24547,0.00000,0.24547,0.20932,0.02443,0.01172,0.02440,0.00000,16.12585,0.00000,31.68329,0.00000,4.78503,14.99998,90.05314,0.00000,46.27795,0.00000,136.33109,29.51760,106.81349,46.27795,90.05314,0.51390,1,1
control,28,0.00000,0.24471,0.00000,0.24471,0.21033,0.02440,0.00998,0.02450,0.00000,16.12016,0.00000,31.68254,0.00000,4.67556,14.99998,90.31789,0.00000,46.48807,0.00000,136.80596,29.48658,107.31938,46.48807,90.31789,0.51472,1,1
control,29,0.00000,0.24398,0.00000,0.24398,0.21132,0.02438,0.00828,0.02460,0.00000,16.11447,0.00000,31.68180,0.00000,4.57308,14.99998,90.58185,0.00000,46.69674,0.00000,137.27859,29.45697,107.82162,46.69674,90.58185,0.51552,1,1
control,30,0.00000,0.24328,0.00000,0.24328,0.21231,0.02435,0.00661,0.02470,0.00000,16.10879,0.00000,31.68107,0.00000,4.47697,14.99997,90.84504,0.00000,46.90397,0.00000,137.74901,29.42877,108.32024,46.90397,90.84504,0.51631,1,1
control,31,0.00000,0.24259,0.00000,0.24259,0.21329,0.02433,0.00497,0.02480,0.00000,16.10311,0.00000,31.68035,0.00000,4.38671,14.99997,91.10748,0.00000,47.10977,0.00000,138.21725,29.40199,108.81526,47.10977,91.10748,0.51708,1,1
control,32,0.00000,0.24193,0.00000,0.24193,0.21427,0.02431,0.00335,0.02491,0.00000,16.09744,0.00000,31.67964,0.00000,4.30181,14.99997,91.36920,0.00000,47.31414,0.00000,138.68334,29.37664,109.30670,47.31414,91.36920,0.51783,1,1
control,33,0.00000,0.24128,0.00000,0.24128,0.21524,0.02429,0.00176,0.02501,0.00000,16.09177,0.00000,31.67895,0.00000,4.22184,14.99997,91.63021,0.00000,47.51711,0.00000,139.14732,29.35272,109.79459,47.51711,91.63021,0.51857,1,1
control,34,0.00000,0.24066,0.00000,0.24066,0.21620,0.02427,0.00019,0.02512,0.00000,16.08611,0.00000,31.67826,0.00000,4.14642,14.99996,91.89053,0.00000,47.71868,0.00000,139.60921,29.33025,110.27896,47.71868,91.89053,0.51930,1,1
control,35,0.00000,0.24140,0.00000,0.24140,0.21715,0.02425,0.00000,0.02523,0.00000,16.08043,0.00000,31.67758,0.00000,4.07519,14.99996,92.15019,0.00000,47.91885,0.00000,140.06904,29.30922,110.75982,47.91885,92.15019,0.52001,1,1
control,36,0.00000,0.24233,0.00000,0.24233,0.21810,0.02423,0.00000,0.02535,0.00000,16.07473,0.00000,31.67690,0.00000,4.00784,14.99996,92.40920,0.00000,48.11765,0.00000,140.52685,29.28965,111.23720,48.11765,92.40920,0.52070,1,1
control,37,0.00000,0.24325,0.00000,0.24325,0.21904,0.02421,0.00000,0.02546,0.00000,16.06900,0.00000,31.67621,0.00000,3.94410,14.99995,92.66757,0.00000,48.31507,0.00000,140.98265,29.27152,111.71112,48.31507,92.66757,0.52138,1,1
control,38,0.00000,0.24417,0.00000,0.24417,0.21997,0.02420,0.00000,0.02557,0.00000,16.06326,0.00000,31.67553,0.00000,3.88370,14.99995,92.92533,0.00000,48.51114,0.00000,141.43647,29.25486,112.18161,48.51114,92.92533,0.52204,1,1
control,39,0.00000,0.24508,0.00000,0.24508,0.22090,0.02419,0.00000,0.02569,0.00000,16.05749,0.00000,31.67485,0.00000,3.82641,14.99994,93.18249,0.00000,48.70586,0.00000,141.88834,29.23965,112.64869,48.70586,93.18249,0.52269,1,1
control,40,0.00000,0.24599,0.00000,0.24599,0.22182,0.02417,0.00000,0.02581,0.00000,16.05170,0.00000,31.67417,0.00000,3.77201,14.99994,93.43906,0.00000,48.89923,0.00000,142.33829,29.22590,113.11239,48.89923,93.43906,0.52333,1,1
control,41,0.00000,0.24689,0.00000,0.24689,0.22273,0.02416,0.00000,0.02593,0.00000,16.04588,0.00000,31.67349,0.00000,3.72031,14.99994,93.69505,0.00000,49.09127,0.00000,142.78633,29.21362,113.57271,49.09127,93.69505,0.52395,1,1
control,42,0.00000,0.24779,0.00000,0.24779,0.22364,0.02415,0.00000,0.02605,0.00000,16.04005,0.00000,31.67281,0.00000,3.67113,14.99993,93.95049,0.00000,49.28200,0.00000,143.23249,29.20279,114.02969,49.28200,93.95049,0.52455,1,1
control,43,0.00000,0.24868,0.00000,0.24868,0.22454,0.02414,0.00000,0.02617,0.00000,16.03419,0.00000,31.67213,0.00000,3.62432,14.99993,94.20538,0.00000,49.47140,0.00000,143.67678,29.19343,114.48335,49.47140,94.20538,0.52514,1,1
control,44,0.00000,0.24957,0.00000,0.24957,0.22543,0.02413,0.00000,0.02629,0.00000,16.02831,0.00000,31.67146,0.00000,3.57971,14.99992,94.45974,0.00000,49.65951,0.00000,144.11924,29.18553,114.93371,49.65951,94.45974,0.52572,1,1
control,45,0.00000,0.25045,0.00000,0.25045,0.22632,0.02413,0.00000,0.02642,0.00000,16.02242,0.00000,31.67078,0.00000,3.53718,14.99992,94.71357,0.00000,49.84632,0.00000,144.55988,29.17909,115.38080,49.84632,94.71357,0.52628,1,1
control,46,0.00000,0.25132,0.00000,0.25132,0.22720,0.02412,0.00000,0.02654,0.00000,16.01650,0.00000,31.67010,0.00000,3.49658,14.99991,94.96688,0.00000,50.03184,0.00000,144.99872,29.17410,115.82462,50.03184,94.96688,0.52683,1,1
control,47,0.00000,0.25219,0.00000,0.25219,0.22807,0.02412,0.00000,0.02667,0.00000,16.01056,0.00000,31.66943,0.00000,3.45782,14.99991,95.21970,0.00000,50.21609,0.00000,145.43579,29.17057,116.26522,50.21609,95.21970,0.52737,1,1
control,48,0.00000,0.25305,0.00000,0.25305,0.22894,0.02412,0.00000,0.02680,0.00000,16.00459,0.00000,31.66875,0.00000,3.42077,14.99990,95.47202,0.00000,50.39907,0.00000,145.87109,29.16849,116.70260,50.39907,95.47202,0.52789,1,1
control,49,0.00000,0.25391,0.00000,0.25391,0.22980,0.02411,0.00000,0.02693,0.00000,15.99861,0.00000,31.66808,0.00000,3.38534,14.99989,95.72385,0.00000,50.58079,0.00000,146.30464,29.16785,117.13679,50.58079,95.72385,0.52840,1,1
control,50,0.00000,0.25477,0.00000,0.25477,0.23066,0.02411,0.00000,0.02706,0.00000,15.99261,0.00000,31.66740,0.00000,3.35144,14.99989,95.97521,0.00000,50.76126,0.00000,146.73647,29.16866,117.56781,50.76126,95.97521,0.52890,1,1
control,51,0.00000,0.25562,0.00000,0.25562,0.23150,0.02411,0.00000,0.02719,0.00000,15.98659,0.00000,31.66673,0.00000,3.31897,14.99988,96.22610,0.00000,50.94049,0.00000,147.16659,29.17091,117.99568,50.94049,96.22610,0.52938,1,1
control,52,0.00000,0.25646,0.00000,0.25646,0.23235,0.02412,0.00000,0.02732,0.00000,15.98055,0.00000,31.66606,0.00000,3.28786,14.99987,96.47653,0.00000,51.11848,0.00000,147.59501,29.17459,118.42042,51.11848,96.47653,0.52985,1,1
control,53,0.00000,0.25730,0.00000,0.25730,0.23318,0.02412,0.00000,0.02745,0.00000,15.97448,0.00000,31.66539,0.00000,3.25803,14.99987,96.72650,0.00000,51.29525,0.00000,148.02176,29.17970,118.84206,51.29525,96.72650,0.53031,1,1
control,54,0.00000,0.25814,0.00000,0.25814,0.23401,0.02412,0.00000,0.02758,0.00000,15.96840,0.00000,31.66472,0.00000,3.22942,14.99986,96.97603,0.00000,51.47081,0.00000,148.44683,29.18622,119.26061,51.47081,96.97603,0.53076,1,1
control,55,0.00000,0.25897,0.00000,0.25897,0.23484,0.02413,0.00000,0.02772,0.00000,15.96230,0.00000,31.66405,0.00000,3.20195,14.99985,97.22511,0.00000,51.64515,0.00000,148.87026,29.19417,119.67610,51.64515,97.22511,0.53119,1,1
control,56,0.00000,0.25979,0.00000,0.25979,0.23566,0.02413,0.00000,0.02785,0.00000,15.95618,0.00000,31.66338,0.00000,3.17557,14.99984,97.47375,0.00000,51.81830,0.00000,149.29205,29.20352,120.08854,51.81830,97.47375,0.53161,1,1
control,57,0.00000,0.26061,0.00000,0.26061,0.23647,0.02414,0.00000,0.02798,0.00000,15.95004,0.00000,31.66271,0.00000,3.15023,14.99984,97.72197,0.00000,51.99025,0.00000,149.71222,29.21427,120.49795,51.99025,97.72197,0.53202,1,1
control,58,0.00000,0.26143,0.00000,0.26143,0.23727,0.02415,0.00000,0.02812,0.00000,15.94388,0.00000,31.66204,0.00000,3.12586,14.99983,97.96975,0.00000,52.16102,0.00000,150.13077,29.22641,120.90436,52.16102,97.96975,0.53242,1,1
control,59,0.00000,0.26224,0.00000,0.26224,0.23807,0.02416,0.00000,0.02825,0.00000,15.93770,0.00000,31.66137,0.00000,3.10241,14.99982,98.21711,0.00000,52.33061,0.00000,150.54772,29.23993,121.30779,52.33061,98.21711,0.53281,1,1
control,60,0.00000,0.26304,0.00000,0.26304,0.23887,0.02417,0.00000,0.02839,0.00000,15.93150,0.00000,31.66070,0.00000,3.07985,14.99981,98.46404,0.00000,52.49904,0.00000,150.96308,29.25483,121.70825,52.49904,98.46404,0.53318,1,1
control,61,0.00000,0.26384,0.00000,0.26384,0.23966,0.02419,0.00000,0.02853,0.00000,15.92529,0.00000,31.66004,0.00000,3.05812,14.99980,98.71056,0.00000,52.66631,0.00000,151.37687,29.27110,122.10577,52.66631,98.71056,0.53354,1,1
control,62,0.00000,0.26464,0.00000,0.26464,0.24044,0.02420,0.00000,0.02866,0.00000,15.91905,0.00000,31.65937,0.00000,3.03719,14.99979,98.95666,0.00000,52.83242,0.00000,151.78908,29.28872,122.50036,52.83242,98.95666,0.53389,1,1
control,63,0.00000,0.26543,0.00000,0.26543,0.24122,0.02421,0.00000,0.02880,0.00000,15.91280,0.00000,31.65871,0.00000,3.01702,14.99978,99.20235,0.00000,52.99739,0.00000,152.19974,29.30769,122.89205,52.99739,99.20235,0.53424,1,1
control,64,0.00000,0.26622,0.00000,0.26622,0.24199,0.02423,0.00000,0.02894,0.00000,15.90653,0.00000,31.65804,0.00000,2.99756,14.99977,99.44763,0.00000,53.16122,0.00000,152.60885,29.32800,123.28085,53.16122,99.44763,0.53456,1,1
control,65,0.00000,0.26700,0.00000,0.26700,0.24275,0.02425,0.00000,0.02908,0.00000,15.90024,0.00000,31.65738,0.00000,2.97879,14.99976,99.69250,0.00000,53.32392,0.00000,153.01642,29.34963,123.66679,53.32392,99.69250,0.53488,1,1
control,66,0.00000,0.26778,0.00000,0.26778,0.24351,0.02426,0.00000,0.02921,0.00000,15.89393,0.00000,31.65672,0.00000,2.96067,14.99975,99.93695,0.00000,53.48550,0.00000,153.42245,29.37258,124.04987,53.48550,99.93695,0.53519,1,1
control,67,0.00000,0.26855,0.00000,0.26855,0.24427,0.02428,0.00000,0.02935,0.00000,15.88760,0.00000,31.65606,0.00000,2.94318,14.99974,100.18100,0.00000,53.64597,0.00000,153.82697,29.39683,124.43013,53.64597,100.18100,0.53549,1,1
control,68,0.00000,0.26932,0.00000,0.26932,0.24502,0.02430,0.00000,0.02949,0.00000,15.88126,0.00000,31.65539,0.00000,2.92628,14.99973,100.42464,0.00000,53.80532,0.00000,154.22997,29.42238,124.80759,53.80532,100.42464,0.53578,1,1
control,69,0.00000,0.27008,0.00000,0.27008,0.24576,0.02432,0.00000,0.02963,0.00000,15.87490,0.00000,31.65473,0.00000,2.90995,14.99972,100.66788,0.00000,53.96358,0.00000,154.63146,29.44921,125.18225,53.96358,100.66788,0.53606,1,1
control,70,0.00000,0.27084,0.00000,0.27084,0.24650,0.02435,0.00000,0.02977,0.00000,15.86852,0.00000,31.65407,0.00000,2.89415,14.99971,100.91070,0.00000,54.12075,0.00000,155.03145,29.47731,125.55413,54.12075,100.91070,0.53632,1,1
control,71,0.00000,0.27160,0.00000,0.27160,0.24723,0.02437,0.00000,0.02991,0.00000,15.86212,0.00000,31.65342,0.00000,2.87887,14.99970,101.15312,0.00000,54.27682,0.00000,155.42994,29.50667,125.92327,54.27682,101.15312,0.53658,1,1
control,72,0.00000,0.27235,0.00000,0.27235,0.24796,0.02439,0.00000,0.03004,0.00000,15.85571,0.00000,31.65276,0.00000,2.86409,14.99969,101.39512,0.00000,54.43182,0.00000,155.82695,29.53727,126.28967,54.43182,101.39512,0.53683,1,1
control,73,0.00000,0.27310,0.00000,0.27310,0.24868,0.02442,0.00000,0.03018,0.00000,15.84928,0.00000,31.65210,0.00000,2.84977,14.99967,101.63672,0.00000,54.58575,0.00000,156.22247,29.56911,126.65336,54.58575,101.63672,0.53707,1,1
control,74,0.00000,0.27384,0.00000,0.27384,0.24939,0.02444,0.00000,0.03032,0.00000,15.84283,0.00000,31.65144,0.00000,2.83591,14.99966,101.87790,0.00000,54.73862,0.00000,156.61652,29.60217,127.01435,54.73862,101.87790,0.53730,1,1
control,75,0.00000,0.27458,0.00000,0.27458,0.25011,0.02447,0.00000,0.03046,0.00000,15.83637,0.00000,31.65079,0.00000,2.82247,14.99965,102.11867,0.00000,54.89042,0.00000,157.00909,29.63644,127.37265,54.89042,102.11867,0.53752,1,1
control,76,0.00000,0.27531,0.00000,0.27531,0.25081,0.02450,0.00000,0.03060,0.00000,15.82989,0.00000,31.65013,0.00000,2.80945,14.99963,102.35902,0.00000,55.04118,0.00000,157.40020,29.67190,127.72830,55.04118,102.35902,0.53773,1,1
control,77,0.00000,0.27604,0.00000,0.27604,0.25151,0.02453,0.00000,0.03074,0.00000,15.82339,0.00000,31.64947,0.00000,2.79681,14.99962,102.59895,0.00000,55.19089,0.00000,157.78985,29.70854,128.08130,55.19089,102.59895,0.53793,1,1
control,78,0.00000,0.27677,0.00000,0.27677,0.25221,0.02456,0.00000,0.03087,0.00000,15.81687,0.00000,31.64882,0.00000,2.78456,14.99961,102.83847,0.00000,55.33957,0.00000,158.17803,29.74636,128.43168,55.33957,102.83847,0.53812,1,1
control,79,0.00000,0.27749,0.00000,0.27749,0.25290,0.02459,0.00000,0.03101,0.00000,15.81034,0.00000,31.64817,0.00000,2.77267,14.99959,103.07756,0.00000,55.48721,0.00000,158.56477,29.78532,128.77945,55.48721,103.07756,0.53831,1,1
control,80,0.00000,0.27821,0.00000,0.27821,0.25358,0.02462,0.00000,0.03115,0.00000,15.80380,0.00000,31.64751,0.00000,2.76112,14.99958,103.31622,0.00000,55.63383,0.00000,158.95005,29.82543,129.12462,55.63383,103.31622,0.53848,1,1
control,81,0.00000,0.27892,0.00000,0.27892,0.25426,0.02466,0.00000,0.03129,0.00000,15.79723,0.00000,31.64686,0.00000,2.74990,14.99956,103.55445,0.00000,55.77943,0.00000,159.33389,29.86666,129.46723,55.77943,103.55445,0.53865,1,1
control,82,0.00000,0.27963,0.00000,0.27963,0.25494,0.02469,0.00000,0.03142,0.00000,15.79065,0.00000,31.64621,0.00000,2.73900,14.99955,103.79226,0.00000,55.92402,0.00000,159.71628,29.90901,129.80727,55.92402,103.79226,0.53881,1,1
control,83,0.00000,0.28033,0.00000,0.28033,0.25561,0.02473,0.00000,0.03156,0.00000,15.78406,0.00000,31.64556,0.00000,2.72840,14.99953,104.02962,0.00000,56.06761,0.00000,160.09723,29.95245,130.14478,56.06761,104.02962,0.53896,1,1
control,84,0.00000,0.28103,0.00000,0.28103,0.25627,0.02476,0.00000,0.03170,0.00000,15.77745,0.00000,31.64491,0.00000,2.71810,14.99952,104.26655,0.00000,56.21020,0.00000,160.47675,29.99698,130.47977,56.21020,104.26655,0.53910,1,1
control,85,0.00000,0.28173,0.00000,0.28173,0.25693,0.02480,0.00000,0.03183,0.00000,15.77082,0.00000,31.64426,0.00000,2.70807,14.99950,104.50303,0.00000,56.35180,0.00000,160.85482,30.04257,130.81225,56.35180,104.50303,0.53924,1,1
control,86,0.00000,0.28242,0.00000,0.28242,0.25758,0.02484,0.00000,0.03197,0.00000,15.76418,0.00000,31.64361,0.00000,2.69831,14.99948,104.73906,0.00000,56.49241,0.00000,161.23147,30.08922,131.14225,56.49241,104.73906,0.53936,1,1
control,87,0.00000,0.28311,0.00000,0.28311,0.25823,0.02487,0.00000,0.03211,0.00000,15.75752,0.00000,31.64296,0.00000,2.68880,14.99947,104.97465,0.00000,56.63204,0.00000,161.60668,30.13691,131.46977,56.63204,104.97465,0.53948,1,1
control,88,0.00000,0.28379,0.00000,0.28379,0.25888,0.02491,0.00000,0.03224,0.00000,15.75085,0.00000,31.64232,0.00000,2.67955,14.99945,105.20977,0.00000,56.77070,0.00000,161.98047,30.18563,131.79484,56.77070,105.20977,0.53960,1,1
control,89,0.00000,0.28447,0.00000,0.28447,0.25952,0.02495,0.00000,0.03238,0.00000,15.74416,0.00000,31.64167,0.00000,2.67052,14.99943,105.44444,0.00000,56.90839,0.00000,162.35283,30.23536,132.11747,56.90839,105.44444,0.53970,1,1
control,90,0.00000,0.28515,0.00000,0.28515,0.26015,0.02500,0.00000,0.03251,0.00000,15.73746,0.00000,31.64102,0.00000,2.66173,14.99942,105.67864,0.00000,57.04512,0.00000,162.72376,30.28608,132.43768,57.04512,105.67864,0.53980,1,1
control,91,0.00000,0.28582,0.00000,0.28582,0.26078,0.02504,0.00000,0.03265,0.00000,15.73074,0.00000,31.64038,0.00000,2.65315,14.99940,105.91237,0.00000,57.18090,0.00000,163.09327,30.33778,132.75549,57.18090,105.91237,0.53989,1,1
control,92,0.00000,0.28649,0.00000,0.28649,0.26141,0.02508,0.00000,0.03278,0.00000,15.72401,0.00000,31.63973,0.00000,2.64478,14.99938,106.14562,0.00000,57.31573,0.00000,163.46135,30.39045,133.07090,57.31573,106.14562,0.53997,1,1
control,93,0.00000,0.28716,0.00000,0.28716,0.26203,0.02512,0.00000,0.03291,0.00000,15.71726,0.00000,31.63909,0.00000,2.63662,14.99936,106.37840,0.00000,57.44961,0.00000,163.82801,30.44406,133.38395,57.44961,106.37840,0.54005,1,1
control,94,0.00000,0.28782,0.00000,0.28782,0.26265,0.02517,0.00000,0.03304,0.00000,15.71050,0.00000,31.63845,0.00000,2.62864,14.99934,106.61069,0.00000,57.58256,0.00000,164.19325,30.49861,133.69463,57.58256,106.61069,0.54012,1,1
control,95,0.00000,0.28847,0.00000,0.28847,0.26326,0.02521,0.00000,0.03318,0.00000,15.70372,0.00000,31.63780,0.00000,2.62085,14.99932,106.84249,0.00000,57.71458,0.00000,164.55706,30.55409,134.00298,57.71458,106.84249,0.54018,1,1
control,96,0.00000,0.28913,0.00000,0.28913,0.26387,0.02526,0.00000,0.03331,0.00000,15.69693,0.00000,31.63716,0.00000,2.61324,14.99930,107.07379,0.00000,57.84567,0.00000,164.91946,30.61046,134.30900,57.84567,107.07379,0.54024,1,1
control,97,0.00000,0.28978,0.00000,0.28978,0.26447,0.02531,0.00000,0.03344,0.00000,15.69012,0.00000,31.63652,0.00000,2.60580,14.99928,107.30460,0.00000,57.97584,0.00000,165.28044,30.66772,134.61271,57.97584,107.30460,0.54029,1,1
control,98,0.00000,0.29042,0.00000,0.29042,0.26507,0.02535,0.00000,0.03357,0.00000,15.68330,0.00000,31.63588,0.00000,2.59852,14.99926,107.53489,0.00000,58.10510,0.00000,165.63999,30.72586,134.91413,58.10510,107.53489,0.54034,1,1
control,99,0.00000,0.29106,0.00000,0.29106,0.26566,0.02540,0.00000,0.03370,0.00000,15.67647,0.00000,31.63524,0.00000,2.59140,14.99924,107.76468,0.00000,58.23345,0.00000,165.99813,30.78486,135.21327,58.23345,107.76468,0.54038,1,1
control,100,0.00000,0.29170,0.00000,0.29170,0.26625,0.02545,0.00000,0.03383,0.00000,15.66962,0.00000,31.63460,0.00000,2.58443,14.99922,107.99395,0.00000,58.36089,0.00000,166.35484,30.84469,135.51015,58.36089,107.99395,0.54041,1,1
control,101,0.00000,0.29233,0.00000,0.29233,0.26684,0.02550,0.00000,0.03396,0.00000,15.66276,0.00000,31.63396,0.00000,2.57761,14.99920,108.22269,0.00000,58.48744,0.00000,166.71014,30.90536,135.80478,58.48744,108.22269,0.54044,1,1
